survey_year,ResponseId,StartDate,RecordedDate,Status,Finished,Duration_sec,Progress,DistributionChannel,Grad_year,Major_raw,Major1,Major2,Minor_raw,Minor1,Major_minor_inferred,Transfer_student,Gender,Race_ethnicity,Participant_code,EndDate,Consent,CE_definition_text,CE_define_open,CESA_1,CESA_2,CESA_3,CESA_4,CESA_5,CESA_6,CESA_7,CESA_8,CESA_9,CESA_10,Community_ref,Community_ref_other,Volunteer_yn,Volunteer_hrs_month,Civic_duty_1,Civic_duty_2,Civic_duty_3,Civic_duty_4,Civic_duty_5,Civic_duty_6,CE_activity_1,CE_activity_2,CE_activity_3,CE_activity_4,CE_activity_5,CE_activity_6,Media_CE_activities,Local_news_yn,Local_news_which,Local_news_connected,Local_news_CE_yn,CE_campus_1,CE_campus_2,CE_campus_3,CE_campus_4,CE_campus_5,CE_campus_6,CE_campus_7,CE_campus_8,Know_WC_CE_mission,Agree_CE_mission,WC_meeting_CE_mission,WC_CE_resources,Overall_CE_rating
SP23,R_3dYyzEQHUzNVe7f,2023-04-08 20:22:31,2023-04-13 12:37:35,IP Address,False,84,21,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-08 20:23:56,Yes (continue to survey),-9,"Talking with people in the community,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,2,3,4,4,3,4,The Chestertown or local community,-9,1,Less than 4 hours per month,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_2saw5PNuPIMvYGC,2023-04-06 18:10:57,2023-04-13 12:37:35,IP Address,False,129,21,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-06 18:13:07,Yes (continue to survey),-9,"Talking with people in the community,Teaching or mentorship,Volunteering or doing community service",4,4,4,4,2,3,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_3PsMxlPlBKWqllu,2023-04-06 12:38:55,2023-04-13 12:37:35,IP Address,False,4002,5,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-06 13:45:37,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_YR1ccLZm0CNePV7,2023-04-06 21:37:35,2023-04-13 12:37:35,IP Address,False,38,10,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-06 21:38:14,Yes (continue to survey),-9,"Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_uqqWfb9otmgFhVT,2023-04-09 17:08:46,2023-04-13 12:37:36,IP Address,False,357,21,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-09 17:14:43,Yes (continue to survey),-9,"Voting,Political engagement,Attending community arts and culture events",4,4,4,3,3,4,4,4,3,4,Somewhere else (please specify),Greek life on campus,1,Less than 4 hours per month,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_uysChapDCYq0Rax,2023-04-12 09:30:12,2023-04-13 12:37:36,IP Address,False,119,10,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-12 09:32:12,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Attending community arts and culture events,Service-learning experiences with a class",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_Z9nTZn7pP6vd61z,2023-04-09 14:51:21,2023-04-13 12:37:36,IP Address,False,1133,54,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-09 15:10:14,Yes (continue to survey),-9,"Voting,Political engagement,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events",2,4,2,2,2,2,4,4,2,4,The Chestertown or local community,-9,0,-9,2,4,3,2,4,1,3,1,1,3,3,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",0,-9,-9,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_1LuPmGRzyDOguL0,2023-04-10 14:04:10,2023-04-13 12:37:36,IP Address,False,3,5,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-10 14:04:14,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_3oTlBXSVYKNS41R,2023-04-07 06:27:42,2023-04-13 12:37:37,IP Address,False,18,5,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-07 06:28:01,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_BJjGu9edMQ8STEB,2023-04-07 09:08:37,2023-04-13 12:37:38,IP Address,False,14413,28,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-07 13:08:51,Yes (continue to survey),-9,"Voting,Talking with people in the community,Volunteering or doing community service,Attending community arts and culture events",4,4,4,4,4,3,4,4,3,4,2,-9,1,Less than 4 hours per month,2,3,3,3,3,3,1,3,1,1,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_2WNJUrPeTsCBAAc,2023-04-07 07:00:33,2023-04-13 12:37:38,IP Address,False,179,97,anonymous,2023,Biology,BIO,-9,-9,-9,-9,-9,2,Hispanic/Latinx,29,2023-04-07 07:03:32,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,5,-9,1,4 to 8 hours per month,3,3,3,3,3,3,3,3,3,3,3,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,The Elm,4,4,3,3,3,3,3,3,3,3,0,1,0,0,3
SP23,R_3ndrMphPgOJ2Rig,2023-04-09 17:59:39,2023-04-13 12:37:38,IP Address,False,45,10,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-09 18:00:25,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Attending community arts and culture events,Service-learning experiences with a class",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_eFNRAmgbmPuq5Mt,2023-04-07 14:14:11,2023-04-13 12:37:39,IP Address,False,6,5,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-07 14:14:17,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_3CI6bbpiKNyg2UI,2023-04-11 19:53:47,2023-04-13 12:37:39,IP Address,False,32,10,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-11 19:54:20,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_1Ojd3zGfXckqlLf,2023-04-11 09:03:48,2023-04-13 12:37:39,IP Address,False,50,10,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-11 09:04:38,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_2Ttv1ppCHnrBxNa,2023-04-10 17:00:50,2023-04-13 12:37:40,IP Address,False,6,5,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-10 17:00:57,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP23,R_3jTWMXavG6AwJw1,2023-04-12 09:13:50,2023-04-13 12:37:40,IP Address,False,89,23,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2023-04-12 09:15:19,Yes (continue to survey),-9,Voting,3,3,3,3,3,3,3,3,3,3,5,-9,1,Less than 4 hours per month,2,3,1,1,1,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_5oHkuhHJwy9OC3t,2024-03-21 06:47:04,2024-03-21 06:50:06,IP Address,True,181,100,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-03-21 06:50:05,No (end survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_6r0aKCelNkaPBic,2024-03-21 06:43:18,2024-03-21 07:06:22,IP Address,True,1383,100,anonymous,2025,Human Growth and Development ,HDS,-9,Elementary Ed Cert ,OTHER:ELEMENTARY_ED_CERT,-9,0,2,European American or White,,2024-03-21 07:06:22,Yes (continue to survey),-9,"Voting,Political engagement,Activism or awareness raising activities,Attending community arts and culture events",2,2,4,4,4,4,4,4,4,4,2,-9,1,Less than 4 hours per month,4,4,4,4,4,4,4,4,4,4,4,4,"Following accounts/pages that post about current events.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,"The Elm,Kent County News",1,4,5,5,5,5,5,5,5,5,1,1,2,2,5
SP24,R_2NMAIKhhNGeVsit,2024-03-21 06:46:05,2024-03-21 07:09:15,IP Address,True,1389,100,anonymous,2025,Business Management and CMS,BUS,CMS,-9,UNDECLARED,-9,0,1,European American or White,,2024-03-21 07:09:14,Yes (continue to survey),-9,"Voting,Political engagement,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,3,4,3,3,4,4,4,4,2,-9,1,4 to 8 hours per month,3,4,3,4,4,2,3,4,1,4,4,3,"Reposting information regarding current events to your story/page/etc.,Liking posts regarding current events.",0,-9,-9,4,2,2,3,4,5,4,5,4,1,1,0,1,4
SP24,R_7QMxC6j1nJqZReM,2024-03-22 08:19:49,2024-03-22 08:33:29,IP Address,True,819,100,anonymous,2025,-9,-9,-9,-9,-9,-9,0,1,African American or Black,,2024-03-22 08:33:29,Yes (continue to survey),-9,"Voting,Talking with people in the community,Fundraising,Volunteering or doing community service,Activism or awareness raising activities",4,4,3,3,3,2,4,3,3,3,2,-9,1,Less than 4 hours per month,3,3,3,3,3,2,3,3,1,1,3,1,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,3,2,3,3,3,4,3,3,1,1,0,1,2
SP24,R_5Id4EcGIVOTgnWF,2024-03-22 13:43:03,2024-03-22 13:50:16,IP Address,True,432,100,anonymous,2025,Political Science,POL,-9,-9,-9,-9,0,1,European American or White,,2024-03-22 13:50:15,Yes (continue to survey),-9,"Voting,Political engagement,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",4,4,4,4,4,4,4,4,4,4,2,-9,1,Less than 4 hours per month,3,3,4,4,4,3,3,3,3,4,4,4,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,"The Elm,The Chestertown Spy",4,4,4,3,2,4,5,4,4,3,1,1,0,0,5
SP24,R_2gXAxAb1CJiWSwV,2024-03-24 21:08:18,2024-03-24 21:22:19,IP Address,True,840,100,anonymous,2025,Human Growth and Development ,HDS,-9,Elementary Education Certification ,EDU,-9,0,2,European American or White,,2024-03-24 21:22:19,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,4,4,4,4,4,4,3,4,1,1,3,4,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,"The Elm,Eastern Shore Post",4,4,5,5,5,5,5,5,5,5,1,-9,1,2,5
SP24,R_2dYFrTYpwdquzJg,2024-03-25 07:30:35,2024-03-25 07:41:14,IP Address,True,638,100,anonymous,2026,Art History,ART,-9,"Museum, Field, and Community Education",OTHER:MUSEUM; OTHER:FIELD; EDU,-9,0,2,European American or White,,2024-03-25 07:41:13,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",2,4,4,2,2,4,4,4,2,4,2,-9,0,-9,3,4,3,2,4,3,3,3,1,3,4,1,"Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",1,The Elm,3,4,2,2,4,3,2,5,3,4,1,1,1,2,1
SP24,R_7JkC5mEDj78vo7o,2024-03-25 07:30:08,2024-03-25 07:42:45,IP Address,True,756,100,anonymous,2024,English History ,ENG,-9,Education ,EDU,-9,0,2,European American or White,,2024-03-25 07:42:45,Yes (continue to survey),-9,"Talking with people in the community,Fundraising,Attending community arts and culture events,Participating in research with community members",4,4,4,4,2,4,4,4,3,4,2,-9,1,4 to 8 hours per month,3,3,4,3,3,3,3,4,3,1,4,3,"Following accounts/pages that post about current events.,Following elected officials or other representatives on social media.",0,-9,-9,4,3,4,5,4,5,4,4,4,1,1,1,2,4
SP24,R_1PBHTZ8dIyEuwr7,2024-03-25 07:30:32,2024-03-25 07:51:41,IP Address,True,1268,100,anonymous,2024,environmental studies ,ENS,-9,"MFCE, anthropology",MFCE; ANT,-9,0,2,European American or White,extra credit :) ,2024-03-25 07:51:40,Yes (continue to survey),-9,"Voting,Talking with people in the community,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events",4,4,4,4,3,4,4,4,4,4,Somewhere else (please specify),the broader culture I am surrounded by and/or my immediate community/culture ,1,Less than 4 hours per month,3,3,4,4,4,3,3,3,3,4,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,1,3,4,4,3,5,4,4,3,1,1,1,2,3
SP24,R_62XIRjGLQ66swjb,2024-03-25 08:12:51,2024-03-25 08:19:10,IP Address,True,377,100,anonymous,2024,Biology,BIO,-9,Chemistry ,CHE,-9,0,2,European American or White,,2024-03-25 08:19:09,Yes (continue to survey),-9,"Voting,Political engagement,Protesting or rallying",4,4,2,4,4,2,4,4,4,4,5,-9,0,-9,3,3,3,4,3,4,3,3,1,1,3,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Debating opinions or ideas with others with whom you disagree.,Liking posts regarding current events.",0,-9,-9,4,4,4,4,4,4,4,5,5,0,1,0,2,2
SP24,R_7py70b9xUjkgMIB,2024-03-25 09:08:19,2024-03-25 09:17:15,IP Address,True,534,100,anonymous,2027,English,ENG,-9,Secondary Education and Dance,DAN,-9,0,2,European American or White,,2024-03-25 09:17:14,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Contributing to community businesses with a social cause",2,4,4,4,4,2,4,4,4,4,2,-9,0,-9,3,3,2,2,3,3,1,3,1,3,3,3,"Following accounts/pages that post about current events.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,4,3,3,5,5,4,5,4,1,1,0,1,4
SP24,R_5Qtz5pnnS2IzNMS,2024-03-25 09:35:55,2024-03-25 09:43:05,IP Address,True,429,100,anonymous,2024,History and Political Science ,HIS,POL,Secondary Education,EDU,-9,0,2,European American or White,,2024-03-25 09:43:05,Yes (continue to survey),-9,"Voting,Political engagement,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,The Chestertown or local community,-9,1,4 to 8 hours per month,2,3,3,3,3,3,3,3,3,4,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.",1,"The Elm,The Chestertown Spy",4,4,4,4,4,5,4,3,5,4,1,1,0,0,5
SP24,R_1MKJ0M5ksgwRagC,2024-03-25 09:28:29,2024-03-25 09:43:55,IP Address,True,925,100,anonymous,2026,-9,-9,-9,-9,-9,-9,0,2,European American or White,,2024-03-25 09:43:55,Yes (continue to survey),-9,"Voting,Political engagement,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",3,4,4,3,4,4,4,4,4,4,5,-9,1,Less than 4 hours per month,3,3,4,3,4,2,3,3,1,3,4,1,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.",1,The Elm,4,4,4,3,4,4,4,4,4,4,1,1,2,2,3
SP24,R_5EZ5umR9oqnZ3j7,2024-03-25 09:39:44,2024-03-25 09:45:29,IP Address,True,344,100,anonymous,2026,Business management ,BUS,-9,Marketing ,OTHER:MARKETING,-9,0,2,European American or White,,2024-03-25 09:45:29,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",4,4,4,3,2,4,4,4,3,3,5,-9,1,Less than 4 hours per month,2,3,2,3,3,3,1,3,1,3,3,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.",0,-9,-9,1,4,4,4,4,4,4,4,4,1,1,1,1,3
SP24,R_2Opuv3KovZkIjyv,2024-03-25 09:38:16,2024-03-25 09:46:07,IP Address,True,471,100,anonymous,2025,Chemistry and Environmental science,CHE,ENV,Anthropology ,ANT,-9,0,2,"European American or White,Middle Eastern/North African",,2024-03-25 09:46:07,Yes (continue to survey),-9,"Voting,Talking with people in the community,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,2,3,4,4,3,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,3,3,3,3,2,1,3,1,3,4,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",1,"The Elm,The Chestertown Spy",2,1,5,2,4,5,4,3,4,1,1,1,1,1,3
SP24,R_3m366ZgIJ4pQUMA,2024-03-25 09:37:54,2024-03-25 09:48:36,IP Address,True,641,100,anonymous,2025,Environmental Science/Biology,ENV,BIO,Chesapeake Regional Studies,MFCE,-9,0,3,European American or White,,2024-03-25 09:48:35,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",4,4,4,4,3,4,4,3,2,4,2,-9,0,-9,2,3,2,3,3,2,4,1,3,3,4,1,"Following accounts/pages that post about current events.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",1,The Elm,3,4,4,2,3,4,4,4,3,3,1,1,1,1,4
SP24,R_5RUnYGeZ6r8AglH,2024-03-25 09:40:59,2024-03-25 09:48:45,IP Address,True,464,100,anonymous,2027,environmental studies ,ENS,-9,marketing,OTHER:MARKETING,-9,0,2,European American or White,,2024-03-25 09:48:44,Yes (continue to survey),-9,"Voting,Talking with people in the community,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,5,-9,1,4 to 8 hours per month,3,3,3,3,3,3,1,4,3,3,3,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,4,4,4,4,4,4,4,4,1,1,2,2,3
SP24,R_295phNwo0xmF6Lf,2024-03-25 09:44:48,2024-03-25 09:50:15,IP Address,True,326,100,anonymous,2025,Env ant,ANT,-9,-9,OTHER:N; OTHER:A,-9,0,1,European American or White,,2024-03-25 09:50:14,Yes (continue to survey),-9,"Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Service-learning experiences with a class",4,4,4,4,3,4,4,4,4,4,5,-9,1,4 to 8 hours per month,4,4,4,4,4,4,4,4,4,4,4,4,Following accounts/pages that post about current events.,1,The Elm,4,4,4,4,4,4,4,4,4,4,1,1,2,2,5
SP24,R_60uCY0fFCIA2iwF,2024-03-25 09:40:04,2024-03-25 09:50:15,IP Address,True,610,100,anonymous,2025,Biology ,BIO,-9,Public health ,OTHER:PUBLIC_HEALTH,-9,0,2,European American or White,3156613,2024-03-25 09:50:15,Yes (continue to survey),-9,"Voting,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",4,4,2,4,2,4,4,4,4,3,2,-9,0,-9,2,3,3,3,4,4,1,3,1,3,3,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.",0,-9,-9,4,4,5,5,4,4,4,5,4,1,0,2,2,4
SP24,R_5PSHXqwrGqaMjQc,2024-03-25 09:49:12,2024-03-25 09:53:13,IP Address,True,240,100,anonymous,2025,biology,BIO,-9,-9,-9,-9,0,2,European American or White,,2024-03-25 09:53:13,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship",4,4,4,4,3,3,4,4,4,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,4,3,3,4,4,3,3,3,3,3,3,"Following accounts/pages that post about current events.,Posting your own opinions regarding current events.,Liking posts regarding current events.",0,-9,-9,4,4,4,4,4,4,4,4,4,1,1,2,2,2
SP24,R_7iBRUmSdPLJmhPd,2024-03-25 09:40:22,2024-03-25 09:55:25,IP Address,True,901,100,anonymous,2024,Environmental Science,ENV,-9,Economics & Hispanic Studies ,ECO; OTHER:HISPANIC_STUDIES,-9,0,1,European American or White,,2024-03-25 09:55:24,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events",4,4,4,4,3,4,4,4,3,4,5,-9,1,Less than 4 hours per month,3,4,3,3,3,3,3,4,3,3,4,3,Following elected officials or other representatives on social media.,1,"The Elm,The Chestertown Spy,Kent County News",3,4,4,3,4,4,4,4,5,4,1,1,1,2,3
SP24,R_2n0C9mWEsfD8ZZg,2024-03-25 09:42:51,2024-03-25 09:56:29,IP Address,True,817,100,anonymous,2025,Biology,BIO,-9,Public health ,OTHER:PUBLIC_HEALTH,-9,0,2,European American or White,454,2024-03-25 09:56:29,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class",4,4,4,4,2,2,4,4,4,4,2,-9,1,Less than 4 hours per month,2,3,2,4,4,2,1,3,1,3,3,1,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,4,5,5,4,5,4,3,4,0,1,2,2,3
SP24,R_3wMOlO6UOe23AfN,2024-03-25 09:47:30,2024-03-25 09:59:56,IP Address,True,745,100,anonymous,2025,Business Management/Communications and Media Studies,BUS,CMS,-9,-9,-9,0,1,European American or White,,2024-03-25 09:59:56,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,2,4,3,4,4,4,2,-9,1,Less than 4 hours per month,3,4,3,4,4,3,3,3,1,4,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events.",0,-9,-9,1,2,2,2,5,5,4,5,4,1,1,1,2,3
