StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3,Q76,Q75,Q10-ESP4,Q11-ESP5,Q12-ESP6,Q13-ESP7,Q14-ESP8,Q10-M1,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q58,Q68,Q69,Q70,Q71,Q72_1,Q72_2,Q72_3,Q72_4,Q66,Q17,Q34,Q35,Q36,Q18,Q60,Q73,Q19,Q46,Q20,Q45,Q23,Q24,Q44
2025-04-02 11:38:04,2025-04-02 11:38:10,IP Address,76.78.85.92,4,6,False,2025-04-09 11:38:13,R_1IhZ1hKWbXT8uly,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-09 17:05:10,2025-04-09 17:11:28,IP Address,76.78.85.84,100,377,True,2025-04-09 17:11:29,R_7pm1k23CNrkNX5T,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Sometimes,Often,Sometimes,Often,Sometimes,Often,The Chestertown or local community,,No,,Important,Very Important,Important,Important,Very Important,Important,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Often,Sometimes/Occasionally,Yes,No,No,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Signing online petitions,Following elected officials or other representatives on social media",Important,Important,Important,Important,Important,Important,Yes,"The Elm,The Chestertown Spy,Kent County News,Shore Daily News",Connected,Yes,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No,No,Yes,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has stayed the same. I am as involved now as I was in my first semester.,Yes,Yes,I don't know,I don't know,I am as engaged as the average WAC student,Very familiar,I feel a strong sense of belonging,2025,No,Environmental Science,"Chesapeake Regional Studies, Earth & Planetary Sciences",Man,European American or White,
2025-04-09 17:20:47,2025-04-09 17:28:11,IP Address,38.240.24.36,100,443,True,2025-04-09 17:28:12,R_7Bm1CaBSeHkMhoe,,,,,39.3635,-76.0613,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Making donations to charities,Volunteering or doing community service",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Your home community,,Yes,4 to 8 hours per month,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Never,Sometimes/Occasionally,Never,No,No,Yes,Republican,Yes,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Unimportant,Important,Important,Unimportant,No,,,Yes,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Yes,No,No,Yes,No,Mostly True,Very True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,Yes,I am as engaged as the average WAC student,Very familiar,I feel neutral about my belonging,2026,No,"Biology & Environmental Sciene ",Chemistry,Woman,European American or White,
2025-04-06 09:36:41,2025-04-09 18:05:48,IP Address,76.78.85.51,100,289746,True,2025-04-09 18:05:48,R_5jNBFdu39jTvGG3,,,,,29.8875,-90.0337,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community",Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Agree,Rarely,Rarely,Rarely,Never,Never,Rarely,The Chestertown or local community,,Yes,Less than 4 hours per month,Not really important,Very Important,Not really important,Not really important,Important,Very Important,Never,Sometimes/Occasionally,Never,Never,Never,Never,No,No,No,Independent,No,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Following elected officials or other representatives on social media",Important,Important,Unimportant,Unimportant,Important,Unimportant,No,,,No,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Yes,No,No,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,No,I don't know,I don't know,I don't know,I am less engaged than the average WAC student,Unfamiliar,I feel neutral about my belonging,2025,No,Economics,Finance,Man,European American or White,
2025-04-09 19:22:26,2025-04-09 19:32:01,IP Address,76.78.85.24,100,574,True,2025-04-09 19:32:01,R_7j7EmOVlpEQTnUN,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Your home community,,Yes,Less than 4 hours per month,Important,Very Important,Important,Important,Very Important,Important,Never,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Sometimes/Occasionally,Yes,No,No,Democrat,I don't know,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Signing online petitions",Important,Important,Unimportant,Important,Important,Unimportant,No,,,Yes,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Yes,Yes,No,Yes,No,Mostly Untrue,Mostly Untrue,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,Yes,Yes,I am more engaged than the average WAC student,Somewhat familiar,I feel neutral about my belonging,2025,No,Anthropology and Environmental Studies Double Major,"Museum, Field, and Community Education Minor",Man,African American or Black,
2025-04-10 08:00:23,2025-04-10 08:00:48,IP Address,172.56.32.136,100,25,True,2025-04-10 08:00:49,R_7QtHXQV6fKwEiIV,,,,,38.9034,-76.9882,anonymous,EN,No (end survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-10 08:01:48,2025-04-10 08:01:57,IP Address,76.78.85.91,100,9,True,2025-04-10 08:01:58,R_7S3gIMXQavkX0Hv,,,,,39.2147,-76.0795,anonymous,EN,No (end survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-10 08:00:59,2025-04-10 08:04:50,IP Address,76.78.85.87,100,230,True,2025-04-10 08:04:50,R_5xyflOb47DzoNG4,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,Teaching or mentorship,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Often,Often,Often,The Washington College community,,Yes,Less than 4 hours per month,Important,Important,Important,Important,Important,Important,Often,Often,Often,Often,Often,Often,Yes,Yes,Yes,Republican,I don't know,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,,,,,,,,No,,,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,Yes,Yes,I am much more engaged than the average WAC student,Very familiar,I feel a strong sense of belonging,2028,No,"Biology ","Business ",Man,European American or White,
2025-04-10 08:00:11,2025-04-10 08:05:33,IP Address,76.78.85.25,100,322,True,2025-04-10 08:05:34,R_6jU45NuG06sYV2e,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Often,Often,Often,The Washington College community,,Yes,4 to 8 hours per month,Important,Very Important,Important,Very Important,Very Important,Very Important,Sometimes/Occasionally,Often,Sometimes/Occasionally,Often,Often,Often,Yes,No,No,Democrat,No,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media",Very important,Very important,Very important,Very important,Important,Very important,Yes,The Elm,Connected,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Yes,No,No,Yes,Yes,Very True,Very True,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,No,No,I am more engaged than the average WAC student,Familiar,I feel a strong sense of belonging,2025,No,Communication & Media Studies,"Psychology, Hispanic Studies, Marketing",Woman,European American or White,
2025-04-10 08:00:14,2025-04-10 08:07:04,IP Address,76.78.85.17,100,409,True,2025-04-10 08:07:04,R_790bITRFPXHG39R,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Volunteering or doing community service",Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Never,Rarely,Rarely,Rarely,Rarely,Never,The Chestertown or local community,,No,,Not really important,Not really important,Not really important,Not really important,Not really important,Not really important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Never,No,No,No,Independent,No,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,Following accounts/pages that post about current events,Important,Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,No,,,Yes,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,No,No,Yes,No,No,Mostly Untrue,Mostly True,Mostly Untrue,Mostly Untrue,My participation has stayed the same. I am as involved now as I was in my first semester.,No,I don't know,I don't know,I don't know,I am less engaged than the average WAC student,Unfamiliar,I feel neutral about my belonging,2026,No,"Business ","Marketing, communications ",Man,European American or White,
2025-04-10 08:00:11,2025-04-10 08:07:49,IP Address,76.78.85.39,100,458,True,2025-04-10 08:07:50,R_77MNFA2bALeEJLX,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Often,Often,Often,Often,Often,Often,Your home community,,No,,Not really important,Important,Important,Important,Very Important,Important,Never,Often,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,Yes,No,No,Democrat,No,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Very important,Very important,Very important,Very important,No,,,Yes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,No,No,Mostly True,Mostly True,Very True,Very True,My participation has stayed the same. I am as involved now as I was in my first semester.,No,Yes,I don't know,Yes,I am as engaged as the average WAC student,Somewhat familiar,I feel a strong sense of belonging,2028,No,Business Management / Communications and Media Studies,Marketing,Woman,European American or White,
2025-04-10 08:00:24,2025-04-10 08:08:10,IP Address,76.78.85.43,100,466,True,2025-04-10 08:08:11,R_7zzqenO8dbUtCPD,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying",Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Sometimes,Often,Often,Often,Often,Often,Your home community,,Yes,Less than 4 hours per month,Not really important,Important,Very Important,Very Important,Very Important,Very Important,Never,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Never,No,Yes,Yes,Republican,No,Middle of the Road,"I thought about voting in the 2024 Presidential Election, but DIDN’T",Donald Trump,"Reposting information regarding current events to your story/page/etc.,Signing online petitions,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media",Important,Important,Important,Important,Important,Important,No,,,Yes,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,Yes,No,I am less engaged than the average WAC student,Somewhat familiar,I feel a sense of belonging,2028,No,"Political science and business management ","english and economics ",Woman,Hispanic/Latinx,
2025-04-10 08:00:30,2025-04-10 08:08:17,IP Address,76.78.85.39,100,467,True,2025-04-10 08:08:17,R_6KjBvks8Vnxk3bp,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Very Often,Often,Very Often,Often,Often,Your home community,,Yes,Less than 4 hours per month,Not really important,Very Important,Important,Very Important,Very Important,Important,Often,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,Never,Yes,Yes,Yes,Democrat,I don't know,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Liking posts regarding current events",Important,Important,Unimportant,Important,Important,Important,No,,,No,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Yes,No,No,Yes,No,Mostly True,Mostly True,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,No,Yes,I don't know,I don't know,I am as engaged as the average WAC student,Unfamiliar,I feel a sense of belonging,2026,No,Biology (Ecology and Evolution track),Sociology,Woman,European American or White,
2025-04-10 08:00:22,2025-04-10 08:08:58,IP Address,76.78.85.22,100,515,True,2025-04-10 08:08:58,R_7zvVhgrhoRbnFzs,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Sometimes,Often,Often,Often,Often,Sometimes,Your home community,,No,,Important,Important,Very Important,Important,Very Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Sometimes/Occasionally,No,No,No,Democrat,I don't know,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree",Important,Important,Very important,Important,Important,Important,Yes,The Elm,Connected,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,No,No,No,Mostly True,Mostly Untrue,Mostly True,Mostly True,My participation has stayed the same. I am as involved now as I was in my first semester.,No,Yes,I don't know,I don't know,I am more engaged than the average WAC student,Somewhat familiar,I feel a sense of belonging,2028,No,English and Communications and Media Studies,Creative Writing,"Genderqueer, genderfluid, or non-binary",European American or White,
2025-04-10 08:00:29,2025-04-10 08:09:29,IP Address,209.243.32.181,100,540,True,2025-04-10 08:09:30,R_5ecg7Il0EkGIPct,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Service-learning experiences with a class,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Never,Often,Very Often,Often,Never,Never,The Chestertown or local community,,Yes,Less than 4 hours per month,Not at all important,Important,Not at all important,Not at all important,Very Important,Important,Never,Sometimes/Occasionally,Never,Never,Often,Never,No,No,No,Republican,Yes,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,"Following accounts/pages that post about current events,Following elected officials or other representatives on social media",Very unimportant,Very unimportant,Very unimportant,Important,Unimportant,Important,No,,,Yes,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,No,No,No,No,No,Very Untrue,Very Untrue,Very Untrue,Very Untrue,My participation has stayed the same. I am as involved now as I was in my first semester.,No,No,No,No,I am much less engaged than the average WAC student,Very familiar,I do not feel a sense of belonging,2027,No,"Business Management ","Economics ",Woman,European American or White,
2025-04-10 08:06:06,2025-04-10 08:09:51,IP Address,209.243.32.180,100,225,True,2025-04-10 08:09:52,R_7PYPfGjWvmklEfU,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Political engagement,Activism or awareness raising activities",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Very Often,Very Often,Often,Often,Your home community,,No,,Important,Important,Important,Important,Important,Important,Often,Often,Often,Often,Often,Often,Yes,Yes,Yes,Democrat,No,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Signing online petitions,Debating opinions or ideas with others with whom you disagree",Important,Important,Important,Important,Important,Important,No,,,No,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Yes,Yes,No,No,Mostly True,Mostly True,Very True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,No,I don't know,I don't know,I don't know,I am as engaged as the average WAC student,Somewhat familiar,I feel neutral about my belonging,2027,No,"Psychology ",Maybe bio,Woman,European American or White,"BIO 112-11 M.C "
2025-04-10 08:00:42,2025-04-10 08:10:28,IP Address,209.243.32.180,100,586,True,2025-04-10 08:10:28,R_3YYeFFBrzHg0tFi,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events",Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Never,Sometimes,Rarely,Never,Never,Never,The Washington College community,,Yes,Less than 4 hours per month,Not really important,Not really important,Not really important,Important,Important,Not really important,Never,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Never,No,No,No,Independent,I don't know,Conservative,I DID NOT vote in the 2024 Presidential Election,,Signing online petitions,Important,Important,Very important,Important,Important,Important,No,,,Yes,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,No,No,Yes,No,No,Mostly True,Mostly True,Very True,Very True,My participation has stayed the same. I am as involved now as I was in my first semester.,No,No,I don't know,I don't know,I am less engaged than the average WAC student,Very unfamiliar,I feel a sense of belonging,2027,No,Economics,,Man,Hispanic/Latinx,
2025-04-10 08:05:27,2025-04-10 08:10:58,IP Address,76.78.85.47,100,331,True,2025-04-10 08:10:59,R_1Ptwa2Kax94qF5A,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Fundraising,Volunteering or doing community service,Participating in research with community members,Service-learning experiences with a class",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Often,Often,Often,Sometimes,Sometimes,Sometimes,Your home community,,Yes,4 to 8 hours per month,Important,Important,Not really important,Important,Important,Important,Sometimes/Occasionally,Often,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Yes,Yes,No,Independent,No,Middle of the Road,"I thought about voting in the 2024 Presidential Election, but DIDN’T",Other Candidate,Liking posts regarding current events,Important,Important,Important,Important,Important,Important,No,,,Yes,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,Yes,I am less engaged than the average WAC student,Somewhat familiar,I feel a sense of belonging,2028,No,Neuroscience,"Public Health ",Woman,European American or White,BIO 112-11 SR
2025-04-10 08:03:33,2025-04-10 08:11:31,IP Address,76.78.85.21,100,477,True,2025-04-10 08:11:32,R_1BELAAcdHaKrplf,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Very Often,Very Often,Sometimes,Often,Often,The Chestertown or local community,,Yes,Less than 4 hours per month,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Never,Often,Never,No,Yes,No,Democrat,No,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Liking posts regarding current events",Very important,Very important,Very important,Very important,Very important,Very important,No,,,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,No,Yes,No,No,Very True,Very True,Very True,Very True,My participation has decreased. I am less involved now than I was in my first semester.,Yes,Yes,Yes,Yes,I am much less engaged than the average WAC student,Very unfamiliar,I feel neutral about my belonging,2028,No,CMS,Business Management,Man,European American or White,
2025-04-10 08:06:06,2025-04-10 08:11:37,IP Address,76.78.85.72,100,330,True,2025-04-10 08:11:37,R_50P21GPF7QMD38i,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Making donations to charities",Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Often,Often,Often,Rarely,Never,Sometimes,Your home community,,Yes,8 to 12 hours per month,Important,Important,Important,Important,Important,Not really important,Sometimes/Occasionally,Often,Sometimes/Occasionally,Often,Never,Sometimes/Occasionally,Yes,No,Yes,Republican,No,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Signing online petitions,Following elected officials or other representatives on social media",Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,Unimportant,No,,,No,Strongly Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Neutral,No,No,No,No,No,Very Untrue,Very Untrue,Very Untrue,Very Untrue,My participation has decreased. I am less involved now than I was in my first semester.,No,I don't know,I don't know,I don't know,I am less engaged than the average WAC student,Very unfamiliar,I feel little sense of belonging,2028,No,ENV Studies,Education,Woman,European American or White,"BIO 112-11 KA "
2025-04-10 08:05:48,2025-04-10 08:11:56,IP Address,76.78.85.85,100,367,True,2025-04-10 08:11:56,R_7lKWKlxPpJ8Awzk,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement",Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Often,Rarely,Sometimes,Sometimes,Sometimes,Often,The Washington College community,,Yes,Less than 4 hours per month,Important,Not really important,Important,Important,Not really important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Often,Never,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree",Unimportant,Very unimportant,Unimportant,Important,Very unimportant,Important,No,,,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,Yes,No,No,Mostly True,Mostly Untrue,Mostly Untrue,Mostly Untrue,My participation has stayed the same. I am as involved now as I was in my first semester.,No,I don't know,I don't know,No,I am less engaged than the average WAC student,Unfamiliar,I feel little sense of belonging,2028,No,"psychology ","spanish and business ",Woman,"African American or Black,Hispanic/Latinx",BIO 112-11 TS
2025-04-10 08:05:36,2025-04-10 08:12:12,IP Address,76.78.85.84,100,396,True,2025-04-10 08:12:13,R_7wS5cQtkYJ54KcZ,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Contributing to community businesses with a social cause",Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Often,Often,Sometimes,Often,Sometimes,Sometimes,The Washington College community,,Yes,Less than 4 hours per month,Important,Very Important,Very Important,Very Important,Very Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,Often,No,Yes,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Very important,Very important,Very important,Very important,No,,,Yes,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,No,Yes,Yes,Very True,Very True,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,Yes,Yes,I am as engaged as the average WAC student,Somewhat familiar,I feel a strong sense of belonging,2026,No,Environmental Science and French Studies,chesapeake regional studies,Woman,European American or White,BIO 112-11 SM
